0,0
667,100
1000,0
1667,100
2000,0
2667,100
3000,0
3667,100
4000,0
4667,100
5000,0
5667,20
6333,0
7000,20
7667,0
8333,20
9000,0
9317,100
9417,0
9733,100
9833,0
10150,100
10250,0
10567,100
10667,0
10983,100
11083,0
11400,100
11500,0
11817,100
11917,0
12233,100
12333,0
12650,100
12750,0
13067,100
13167,0
13483,100
13583,0
13900,100
14000,0
14317,100
14417,0
14733,100
14833,0
15150,100
15250,0
15567,100
15667,0
15983,100
16083,0
16400,100
16500,0
16817,100
16917,0
17233,100
17333,0
17650,100
17750,0
18067,100
18167,0
18483,100
18583,0
18900,100
19000,0
19317,100
19417,0
19733,100
19833,0
20150,100
20250,0
20567,100
20667,0
20983,100
21083,0
21400,100
21500,0
21817,100
21917,0
22233,100
22333,0
22650,100
22750,0
23067,100
23167,0
23483,100
23583,0
23900,100
24000,0
24250,20
24750,0
25250,20
25750,0
26250,20
26750,0
27250,20
27733,100
27833,0
28067,100
28167,0
28400,100
28500,0
28733,100
28833,0
29067,100
29167,0
29400,100
29500,0
29733,100
29833,0
30067,100
30167,0
30400,100
30500,0
30733,100
30833,0
31067,100
31167,0
31400,100
31500,0
31733,100
31833,0
32067,100
32167,0
32400,100
32500,0
32733,100
32833,0
33067,100
33167,0
33400,100
33500,0
33733,100
33833,0
34067,100
34167,0
34400,100
34500,0
34733,100
34833,0
35067,100
35167,0
35400,100
35500,0
35733,100
35833,0
36067,100
36167,0
36400,100
36500,0
36733,100
36833,0
37067,100
37167,0
37400,100
37500,0
37733,100
37833,0
38067,100
38167,0
38400,100
38500,0
38733,100
38833,0
39067,100
39167,0
39400,100
39500,0
39733,100
39833,0
40067,100
40167,0
40400,100
40500,0
40733,100
40833,0
41067,100
41167,0
41400,100
41500,0
41733,100
41833,0
43917,0
44167,20
44417,0
45417,0
45667,20
45917,0
46917,0
47167,20
47417,0
48417,0
48667,20
48917,0
50000,0
50667,100
51000,0
51667,100
52000,0
52667,100
53000,0
53667,100
54000,0
54667,100
55000,0
55667,20
56333,0
57000,20
57667,0
58333,20
59000,0
59317,100
59417,0
59733,100
59833,0
60150,100
60250,0
60567,100
60667,0
60983,100
61083,0
61400,100
61500,0
61817,100
61917,0
62233,100
62333,0
62650,100
62750,0
63067,100
63167,0
63483,100
63583,0
63900,100
64000,0
64317,100
64417,0
64733,100
64833,0
65150,100
65250,0
65567,100
65667,0
65983,100
66083,0
66400,100
66500,0
66817,100
66917,0
67233,100
67333,0
67650,100
67750,0
68067,100
68167,0
68483,100
68583,0
68900,100
69000,0
69317,100
69417,0
69733,100
69833,0
70150,100
70250,0
70567,100
70667,0
70983,100
71083,0
71400,100
71500,0
71817,100
71917,0
72233,100
72333,0
72650,100
72750,0
73067,100
73167,0
73483,100
73583,0
73900,100
74000,0
74250,20
74750,0
75250,20
75750,0
76250,20
76750,0
77250,20
77733,100
77833,0
78067,100
78167,0
78400,100
78500,0
78733,100
78833,0
79067,100
79167,0
79400,100
79500,0
79733,100
79833,0
80067,100
80167,0
80400,100
80500,0
80733,100
80833,0
81067,100
81167,0
81400,100
81500,0
81733,100
81833,0
82067,100
82167,0
82400,100
82500,0
82733,100
82833,0
83067,100
83167,0
83400,100
83500,0
83733,100
83833,0
84067,100
84167,0
84400,100
84500,0
84733,100
84833,0
85067,100
85167,0
85400,100
85500,0
85733,100
85833,0
86067,100
86167,0
86400,100
86500,0
86733,100
86833,0
87067,100
87167,0
87400,100
87500,0
87733,100
87833,0
88067,100
88167,0
88400,100
88500,0
88733,100
88833,0
89067,100
89167,0
89400,100
89500,0
89733,100
89833,0
90067,100
90167,0
90400,100
90500,0
90733,100
90833,0
91067,100
91167,0
91400,100
91500,0
91733,100
91833,0
93917,0
94167,20
94417,0
95417,0
95667,20
95917,0
96917,0
97167,20
97417,0
98417,0
98667,20
98917,0
100000,0
