0,100
250,0
500,100
750,0
1000,100
1250,0
1500,100
1750,0
2000,100
2250,0
2500,100
2750,0
3000,100
3250,0
3500,100
3750,0
4000,100
4250,0
4500,100
4750,0
5000,100
5250,0
5500,100
5750,0
6000,100
6250,0
6500,100
6750,0
7000,100
7250,0
7500,100
10000,100
10417,0
10833,100
11500,100
12000,80
12500,100
13000,80
13500,100
14000,80
14500,100
14750,100
15167,0
15583,100
15750,100
15883,0
16000,100
16133,0
16250,100
16383,0
16500,100
16633,0
16750,100
16883,0
17000,100
17250,100
17667,0
18083,100
18500,0
18917,100
19333,0
19750,100
20167,0
20583,100
21000,0
21417,100
21833,0
22250,100
22667,0
23083,100
23500,0
23917,100
24333,0
25000,100
25250,0
25500,100
25750,0
26000,100
26250,0
26500,100
26750,0
27000,100
27250,0
27500,100
27750,0
28000,100
28250,0
28500,100
28750,0
29000,100
29250,0
29500,100
29750,0
30000,100
30250,0
30500,100
30750,0
31000,100
31250,0
31500,100
31750,0
32000,100
32250,0
32500,100
35000,100
35417,0
35833,100
36500,100
37000,80
37500,100
38000,80
38500,100
39000,80
39500,100
39750,100
40167,0
40583,100
40750,100
40883,0
41000,100
41133,0
41250,100
41383,0
41500,100
41633,0
41750,100
41883,0
42000,100
42250,100
42667,0
43083,100
43500,0
43917,100
44333,0
44750,100
45167,0
45583,100
46000,0
46417,100
46833,0
47250,100
47667,0
48083,100
48500,0
48917,100
49333,0
50000,100
50250,0
50500,100
50750,0
51000,100
51250,0
51500,100
51750,0
52000,100
52250,0
52500,100
52750,0
53000,100
53250,0
53500,100
53750,0
54000,100
54250,0
54500,100
54750,0
55000,100
55250,0
55500,100
55750,0
56000,100
56250,0
56500,100
56750,0
57000,100
57250,0
57500,100
60000,100
60417,0
60833,100
61500,100
62000,80
62500,100
63000,80
63500,100
64000,80
64500,100
64750,100
65167,0
65583,100
65750,100
65883,0
66000,100
66133,0
66250,100
66383,0
66500,100
66633,0
66750,100
66883,0
67000,100
67250,100
67667,0
68083,100
68500,0
68917,100
69333,0
69750,100
70167,0
70583,100
71000,0
71417,100
71833,0
72250,100
72667,0
73083,100
73500,0
73917,100
74333,0
75000,100
75250,0
75500,100
75750,0
76000,100
76250,0
76500,100
76750,0
77000,100
77250,0
77500,100
77750,0
78000,100
78250,0
78500,100
78750,0
79000,100
79250,0
79500,100
79750,0
80000,100
80250,0
80500,100
80750,0
81000,100
81250,0
81500,100
81750,0
82000,100
82250,0
82500,100
85000,100
85417,0
85833,100
86500,100
87000,80
87500,100
88000,80
88500,100
89000,80
89500,100
89750,100
90167,0
90583,100
90750,100
90883,0
91000,100
91133,0
91250,100
91383,0
91500,100
91633,0
91750,100
91883,0
92000,100
92250,100
92667,0
93083,100
93500,0
93917,100
94333,0
94750,100
95167,0
95583,100
96000,0
96417,100
96833,0
97250,100
97667,0
98083,100
98500,0
98917,100
99333,0
100000,100
